99;Dni powszednie;#EEEEEE
04:44;X3;;
05:07;X3;;
05:16;X3;;
05:42;X3;;
06:02;X4;;
06:22;X4;;
06:42;X5;;
07:02;X5;;
07:22;X5;;
07:42;X5;;
08:05;X5;;
08:33;X5;;
09:03;X6;;
09:33;X6;;
10:03;X6;;
10:33;X6;;
11:03;X6;;
11:33;X6;;
12:03;X6;;
12:33;X6;;
13:03;X6;;
13:33;X6;;
13:59;X6;;
14:19;X5;;
14:39;X5;;
14:59;X5;;
15:19;X5;;
15:39;X5;;
15:59;X5;;
16:19;X5;;
16:39;X5;;
16:59;X5;;
17:24;X7;;
17:59;X7;;
18:29;X7;;
18:59;X7;;
19:24;X8;;
19:54;X8;;
20:24;X9;;
20:54;X9;;
21:24;X3;;
21:54;X3;;
22:24;X3;;
99;Soboty;#E6E6FA
04:54;X3;;
05:24;X3;;
05:54;X3;;
06:24;X11;;
06:54;X11;;
07:23;X11;;
07:43;X11;;
08:03;X11;;
08:23;X11;;
08:43;X11;;
09:03;X11;;
09:23;X11;;
09:43;X11;;
10:03;X11;;
10:23;X11;;
10:43;X11;;
11:03;X11;;
11:23;X11;;
11:43;X11;;
12:03;X11;;
12:23;X11;;
12:43;X11;;
13:03;X12;;
13:23;X12;;
13:43;X12;;
14:03;X12;;
14:23;X12;;
14:43;X12;;
15:03;X12;;
15:23;X12;;
15:43;X12;;
16:03;X12;;
16:23;X12;;
16:43;X12;;
17:03;X12;;
17:23;X12;;
17:43;X12;;
18:03;X9;;
18:23;X9;;
18:43;X9;;
19:03;X9;;
19:23;X9;;
19:43;X9;;
20:03;X9;;
20:24;X9;;
20:54;X9;;
21:24;X3;;
21:54;X3;;
22:24;X3;;
99;Niedziele i œwiêta;#FFE4E1
04:54;X3;;
05:24;X3;;
05:54;X3;;
06:24;X11;;
06:54;X11;;
07:24;X11;;
07:54;X11;;
08:24;X11;;
08:54;X11;;
09:24;X11;;
09:54;X11;;
10:24;X11;;
10:54;X11;;
11:23;X11;;
11:43;X11;;
12:03;X11;;
12:23;X11;;
12:43;X11;;
13:03;X12;;
13:23;X12;;
13:43;X12;;
14:03;X12;;
14:23;X12;;
14:43;X12;;
15:03;X12;;
15:23;X12;;
15:43;X12;;
16:03;X12;;
16:23;X12;;
16:43;X12;;
17:03;X12;;
17:23;X12;;
17:43;X12;;
18:03;X9;;
18:23;X9;;
18:43;X9;;
19:03;X9;;
19:23;X9;;
19:43;X9;;
20:03;X9;;
20:24;X9;;
20:54;X9;;
21:24;X3;;
21:54;X3;;
22:24;X3;;
