99;Dni powszednie;#EEEEEE
04:12;X5;
04:32;X5;
04:42;X7;
04:59;X7;
05:06;X5;
05:19;X7;
05:35;X7;
05:45;X8;
05:55;X8;
06:05;X8;
06:15;X8;
06:25;X8;
06:35;X8;
06:45;X8;
06:55;X8;
07:15;X8;
07:25;X8;
07:35;X8;
07:45;X8;
07:55;X8;
13:25;X8;
13:45;X8;
14:05;X8;
14:25;X8;
14:35;X8;
14:45;X8;
14:55;X8;
15:05;X8;
15:15;X8;
15:25;X8;
15:35;X8;
15:45;X8;
16:05;X8;
16:15;X8;
16:25;X8;
16:35;X8;
16:45;X8;
17:05;X8;
17:20;X8;
