99;Dni powszednie;#EEEEEE
04:20;X5;;
04:50;X5;;
05:15;X5;;
05:45;X5;;
06:15;X5;;
07:15;X5;;
08:15;X5;;
09:15;X6;;
10:15;X5;;
11:15;X6;;
12:15;X6;;
13:15;X5;;
14:15;X7;;
15:15;X7;;
16:15;X7;;
17:20;X8;;
18:20;X5;;
19:20;X5;;
20:30;X9;;
21:20;X9;;
99;Soboty;#E6E6FA
04:20;X5;;
05:23;X5;;
06:52;X5;;
07:32;X5;;
09:22;X5;;
10:22;X6;;
11:22;X5;;
12:22;X5;;
13:22;X5;;
14:22;X5;;
15:22;X11;;
16:22;X6;;
17:22;X11;;
18:52;X12;;
20:30;X13;;
21:30;X13;;
99;Niedziele i œwiêta;#FFE4E1
04:20;X5;;
05:23;X5;;
06:52;X5;;
07:32;X6;;
09:22;X6;;
10:22;X6;;
11:22;X6;;
12:22;X6;;
13:22;X5;;
14:22;X5;;
15:22;X12;;
16:22;X6;;
17:22;X11;;
18:52;X12;;
20:30;X9;;
21:30;X9;;
