99;Dni powszednie;#EEEEEE
04:58;X0;;
05:18;X0;;
05:33;X0;;
05:48;X0;;
06:03;X1;;
06:18;X1;;
06:33;X1;;
06:48;X1;;
07:03;X2;;
07:18;X2;;
07:33;X2;;
07:48;X2;;
08:03;X3;;
08:18;X3;;
08:36;X3;;
08:56;X3;;
09:16;X4;;
09:36;X4;;
09:56;X4;;
10:16;X4;;
10:36;X4;;
10:56;X4;;
11:16;X4;;
11:36;X4;;
11:56;X4;;
12:16;X4;;
12:36;X4;;
12:56;X4;;
13:16;X4;;
13:36;X4;;
13:56;X4;;
14:16;X5;;
14:34;X5;;
14:49;X5;;
15:04;X5;;
15:19;X5;;
15:34;X5;;
15:49;X5;;
16:04;X5;;
16:19;X5;;
16:34;X5;;
16:49;X5;;
17:04;X5;;
17:19;X5;;
17:38;X5;;
17:58;X5;;
18:18;X6;;
18:35;X6;;
18:55;X6;;
19:15;X6;;
19:35;X6;;
19:55;X6;;
20:19;X6;;
20:49;X6;;
21:19;X6;;
21:48;X6;;
22:18;X6;;
22:29;X7;;
99;Soboty, niedziele i œwiêta;#FFE4E1
05:49;X6;;
06:19;X6;;
06:49;X6;;
07:19;X6;;
07:49;X6;;
08:19;X6;;
08:49;X6;;
09:19;X6;;
09:50;X6;;
10:20;X6;;
10:50;X6;;
11:20;X6;;
11:50;X6;;
12:20;X6;;
12:50;X6;;
13:20;X6;;
13:50;X6;;
14:20;X6;;
14:50;X6;;
15:20;X6;;
15:50;X6;;
16:20;X6;;
16:50;X6;;
17:20;X6;;
17:50;X6;;
18:20;X6;;
18:50;X6;;
19:20;X6;;
19:50;X6;;
20:20;X6;;
20:50;X6;;
21:20;X6;;
21:49;X6;;
22:19;X6;;
