99;Dni powszednie;#EEEEEE
04:42;X0;;
05:02;X0;;
05:22;X0;;
05:38;X0;;
05:53;X0;;
06:08;X0;;
06:23;X0;;
06:38;X1;;
06:53;X1;;
07:08;X1;;
07:23;X1;;
07:38;X1;;
07:53;X1;;
08:08;X1;;
08:27;X1;;
08:47;X1;;
09:07;X0;;
09:27;X0;;
09:47;X0;;
10:07;X0;;
10:27;X0;;
10:47;X0;;
11:07;X0;;
11:27;X0;;
11:47;X0;;
12:07;X0;;
12:27;X0;;
12:47;X0;;
13:07;X0;;
13:27;X0;;
13:47;X0;;
14:07;X0;;
14:27;X0;;
14:42;X1;;
14:57;X1;;
15:12;X1;;
15:27;X1;;
15:42;X1;;
15:57;X1;;
16:12;X1;;
16:27;X1;;
16:42;X1;;
16:57;X1;;
17:12;X1;;
17:27;X1;;
17:42;X1;;
17:57;X0;;
18:12;X0;;
18:27;X0;;
18:47;X0;;
19:07;X0;;
19:27;X0;;
19:47;X0;;
20:07;X0;;
20:27;X0;;
20:47;X0;;
21:17;X0;;
21:47;X2;;
22:17;X2;;
22:47;X2;;
99;Soboty;#E6E6FA
04:57;X2;;
05:22;X2;;
05:51;X0;;
06:21;X0;;
06:49;X8;;
07:09;X8;;
07:29;X8;;
07:49;X8;;
08:09;X8;;
08:29;X8;;
08:49;X8;;
09:09;X8;;
09:29;X8;;
09:49;X8;;
10:09;X8;;
10:29;X8;;
10:49;X8;;
11:09;X8;;
11:29;X8;;
11:49;X8;;
12:09;X8;;
12:29;X8;;
12:49;X8;;
13:09;X8;;
13:29;X8;;
13:49;X8;;
14:09;X8;;
14:29;X8;;
14:49;X8;;
15:09;X8;;
15:29;X8;;
15:49;X8;;
16:09;X8;;
16:29;X8;;
16:49;X8;;
17:09;X8;;
17:29;X8;;
17:49;X8;;
18:09;X8;;
18:29;X8;;
18:49;X8;;
19:09;X8;;
19:29;X8;;
19:49;X8;;
20:09;X8;;
20:27;X8;;
20:47;X0;;
21:17;X0;;
21:47;X2;;
22:17;X2;;
22:47;X2;;
99;Niedziele i œwiêta;#FFE4E1
04:57;X2;;
05:22;X2;;
05:51;X0;;
06:21;X0;;
06:51;X0;;
07:21;X0;;
07:50;X8;;
08:20;X8;;
08:50;X8;;
09:20;X8;;
09:50;X8;;
10:20;X8;;
10:49;X8;;
11:09;X8;;
11:29;X8;;
11:49;X8;;
12:09;X8;;
12:29;X8;;
12:49;X8;;
13:09;X8;;
13:29;X8;;
13:49;X8;;
14:09;X8;;
14:29;X8;;
14:49;X8;;
15:09;X8;;
15:29;X8;;
15:49;X8;;
16:09;X8;;
16:29;X8;;
16:49;X8;;
17:09;X8;;
17:29;X8;;
17:49;X8;;
18:09;X8;;
18:29;X8;;
18:49;X8;;
19:09;X8;;
19:29;X8;;
19:49;X8;;
20:09;X8;;
20:27;X8;;
20:47;X0;;
21:17;X0;;
21:47;X2;;
22:17;X2;;
22:47;X2;;
