99;Dni powszednie;#EEEEEE
04:39;X3;;
04:59;X3;;
04:53;X4;;
05:10;X4;;
05:25;X4;;
05:38;X5;;
05:53;X5;;
06:09;X5;;
06:24;X5;;
06:39;X5;;
06:54;X5;;
07:09;X5;;
07:24;X5;;
07:39;X5;;
07:55;X5;;
08:15;X5;;
08:35;X5;;
08:55;X5;;
09:15;X5;;
09:35;X5;;
09:55;X5;;
10:15;X5;;
10:35;X5;;
10:55;X5;;
11:15;X5;;
11:35;X5;;
11:55;X5;;
12:15;X5;;
12:35;X5;;
12:55;X5;;
13:15;X6;;
13:35;X6;;
13:52;X6;;
14:07;X6;;
14:22;X6;;
14:37;X6;;
14:52;X6;;
15:07;X6;;
15:22;X6;;
15:37;X6;;
15:52;X6;;
16:07;X6;;
16:22;X6;;
16:37;X6;;
16:52;X6;;
17:07;X6;;
17:22;X6;;
17:37;X6;;
17:55;X6;;
18:15;X6;;
18:35;X6;;
18:55;X6;;
19:15;X7;;
19:35;X7;;
19:55;X7;;
20:19;X7;;
20:49;X4;;
21:19;X4;;
21:49;X4;;
22:19;X4;;
22:49;X4;;
99;Soboty;#E6E6FA
04:52;X3;;
04:54;X4;;
05:19;X4;;
05:49;X4;;
06:19;X7;;
06:39;X7;;
06:54;X7;;
07:16;X7;;
07:36;X7;;
07:56;X7;;
08:16;X7;;
08:36;X7;;
08:56;X7;;
09:16;X7;;
09:36;X7;;
09:56;X7;;
10:16;X7;;
10:36;X7;;
10:56;X7;;
11:16;X7;;
11:36;X7;;
11:56;X7;;
12:16;X7;;
12:36;X7;;
12:56;X7;;
13:16;X7;;
13:36;X7;;
13:56;X7;;
14:16;X7;;
14:36;X7;;
14:56;X7;;
15:16;X7;;
15:36;X7;;
15:56;X7;;
16:16;X7;;
16:36;X7;;
16:56;X7;;
17:16;X7;;
17:36;X7;;
17:56;X7;;
18:16;X7;;
18:36;X7;;
18:56;X7;;
19:16;X7;;
19:36;X7;;
19:56;X7;;
20:19;X7;;
20:49;X4;;
21:19;X4;;
21:49;X4;;
22:19;X4;;
22:49;X4;;
99;Niedziele i œwiêta;#FFE4E1
04:52;X3;;
04:54;X4;;
05:19;X4;;
05:49;X4;;
06:19;X4;;
06:49;X4;;
07:19;X7;;
07:49;X7;;
08:19;X7;;
08:49;X7;;
09:19;X7;;
09:49;X7;;
10:19;X7;;
10:39;X7;;
10:59;X7;;
11:16;X7;;
11:36;X7;;
11:56;X7;;
12:16;X7;;
12:36;X7;;
12:56;X7;;
13:16;X7;;
13:36;X7;;
13:56;X7;;
14:16;X7;;
14:36;X7;;
14:56;X7;;
15:16;X7;;
15:36;X7;;
15:56;X7;;
16:16;X7;;
16:36;X7;;
16:56;X7;;
17:16;X7;;
17:36;X7;;
17:56;X7;;
18:16;X7;;
18:36;X7;;
18:56;X7;;
19:16;X7;;
19:36;X7;;
19:56;X7;;
20:19;X7;;
20:49;X4;;
21:19;X4;;
21:49;X4;;
22:19;X4;;
22:49;X4;;
