99;Dni powszednie;#EEEEEE
04:41;X0;;
05:14;X0;;
05:44;X1;;
06:12;X1;;
06:32;X2;;
06:52;X3;;
07:12;X3;;
07:42;X3;;
08:12;X2;;
08:42;X2;;
09:12;X2;;
09:42;X2;;
10:12;X2;;
10:42;X2;;
11:12;X2;;
11:42;X2;;
12:12;X2;;
12:42;X2;;
13:12;X2;;
13:42;X2;;
14:12;X2;;
14:44;X2;;
15:14;X2;;
15:44;X2;;
16:14;X2;;
16:44;X2;;
17:14;X2;;
17:44;X2;;
18:12;X1;;
18:42;X1;;
19:12;X1;;
19:42;X1;;
20:12;X1;;
20:42;X1;;
21:12;X0;;
21:42;X0;;
22:12;X0;;
22:42;X0;;
23:02;X0;;
99;Soboty, niedziele i œwiêta;#E6E6FA
04:41;X0;;
05:22;X0;;
06:12;X0;;
06:42;X0;;
07:12;X0;;
07:42;X0;;
08:12;X9;;
08:42;X9;;
09:12;X9;;
09:42;X9;;
10:12;X9;;
10:42;X9;;
11:12;X9;;
11:42;X9;;
12:12;X9;;
12:42;X9;;
13:12;X9;;
13:42;X9;;
14:12;X9;;
14:42;X9;;
15:12;X9;;
15:42;X9;;
16:12;X9;;
16:42;X9;;
17:12;X9;;
17:42;X9;;
18:12;X9;;
18:42;X9;;
19:12;X9;;
19:42;X0;;
20:12;X0;;
20:42;X0;;
21:12;X0;;
21:42;X0;;
22:12;X0;;
22:42;X0;;
23:02;X0;;
