99;Dni powszednie;#EEEEEE
03:57;X9;;
04:14;X10;;
04:34;X10;;
04:54;X10;;
05:05;X9;;
05:09;X10;;
05:14;X10;;
05:35;X11;;
05:40;X12;;
05:51;X13;;
06:01;X13;;
06:12;X14;;
06:21;X13;;
06:31;X13;;
06:41;X13;;
06:51;X13;;
07:01;X13;;
07:11;X13;;
07:21;X13;;
07:31;X13;;
07:41;X13;;
07:51;X13;;
08:09;X13;;
08:19;X13;;
08:29;X13;;
08:39;X13;;
08:49;X13;;
08:59;X13;;
09:09;X13;;
09:19;X13;;
09:29;X13;;
09:39;X13;;
09:49;X13;;
09:59;X13;;
10:10;X14;;
10:20;X14;;
10:30;X14;;
10:40;X14;;
10:50;X14;;
11:00;X14;;
11:10;X14;;
11:20;X14;;
11:30;X14;;
11:40;X14;;
11:50;X14;;
12:00;X14;;
12:10;X14;;
12:20;X14;;
12:30;X14;;
12:40;X14;;
12:50;X14;;
13:00;X14;;
13:09;X13;;
13:19;X13;;
13:31;X13;;
13:41;X13;;
13:51;X13;;
14:01;X13;;
14:11;X13;;
14:21;X13;;
14:31;X13;;
14:41;X13;;
14:51;X13;;
15:01;X13;;
15:11;X13;;
15:21;X13;;
15:31;X13;;
15:41;X13;;
15:51;X13;;
16:01;X13;;
16:11;X13;;
16:21;X13;;
16:31;X13;;
16:41;X13;;
16:51;X13;;
17:01;X13;;
17:11;X13;;
17:29;X13;;
17:39;X13;;
17:49;X13;;
17:59;X13;;
18:09;X13;;
18:19;X13;;
18:29;X13;;
18:39;X13;;
18:49;X13;;
18:59;X13;;
19:09;X13;;
19:19;X13;;
19:34;X10;;
19:54;X10;;
20:15;X11;;
20:31;X11;;
20:41;X15;;
21:00;X10;;
21:30;X10;;
22:00;X10;;
22:30;X10;;
22:41;X15;;
99;Soboty;#E6E6FA
04:03;X9;;
04:30;X10;;
05:01;X11;;
05:31;X11;;
05:58;X10;;
06:15;X11;;
06:34;X10;;
06:54;X10;;
07:15;X11;;
07:35;X11;;
07:54;X10;;
08:14;X10;;
08:34;X10;;
08:54;X10;;
09:14;X10;;
09:34;X10;;
09:54;X10;;
10:14;X10;;
10:34;X10;;
10:54;X10;;
11:14;X10;;
11:34;X10;;
11:54;X10;;
12:14;X10;;
12:34;X10;;
12:54;X10;;
13:14;X10;;
13:34;X10;;
13:54;X10;;
14:14;X10;;
14:34;X10;;
14:54;X10;;
15:14;X10;;
15:34;X10;;
15:54;X10;;
16:14;X10;;
16:34;X10;;
16:54;X10;;
17:14;X10;;
17:34;X10;;
17:54;X10;;
18:14;X10;;
18:34;X10;;
18:54;X10;;
19:14;X10;;
19:34;X10;;
19:54;X10;;
20:14;X10;;
20:30;X10;;
20:40;X18;;
21:00;X10;;
21:30;X10;;
22:00;X10;;
22:30;X10;;
22:41;X15;;
23:11;X19;;
99;Niedziele i œwiêta;#FFE4E1
04:03;X9;;
04:30;X10;;
05:01;X11;;
05:31;X11;;
06:00;X10;;
06:30;X10;;
07:00;X10;;
07:30;X10;;
08:00;X10;;
08:30;X10;;
08:54;X10;;
09:18;X20;;
09:34;X20;;
09:54;X20;;
10:15;X21;;
10:35;X21;;
10:55;X21;;
11:15;X21;;
11:34;X20;;
11:54;X20;;
12:14;X20;;
12:34;X20;;
12:54;X20;;
13:14;X20;;
13:34;X20;;
13:54;X20;;
14:14;X20;;
14:34;X20;;
14:54;X20;;
15:14;X20;;
15:34;X20;;
15:54;X20;;
16:14;X20;;
16:34;X20;;
16:54;X20;;
17:14;X20;;
17:34;X20;;
17:54;X20;;
18:14;X20;;
18:34;X20;;
18:54;X20;;
19:14;X20;;
19:35;X21;;
19:55;X21;;
20:15;X21;;
20:31;X11;;
21:00;X10;;
21:30;X10;;
22:00;X10;;
22:30;X10;;
22:41;X15;;
23:11;X19;;
