99;Dni powszednie;#EEEEEE
04:50;X0;;
05:10;X0;;
05:20;X0;;
05:40;X0;;
05:50;X0;;
06:10;X1;;
06:20;X1;;
06:40;X1;;
06:50;X1;;
07:10;X1;;
07:20;X1;;
07:40;X1;;
07:50;X1;;
08:19;X1;;
08:47;X1;;
09:16;X2;;
09:27;X2;;
09:57;X2;;
10:27;X2;;
10:57;X2;;
11:27;X2;;
11:57;X2;;
12:28;X2;;
12:58;X2;;
13:28;X2;;
13:58;X2;;
14:23;X3;;
14:33;X3;;
14:53;X3;;
15:03;X3;;
15:23;X3;;
15:33;X3;;
15:53;X3;;
16:03;X3;;
16:23;X3;;
16:33;X3;;
16:53;X3;;
17:03;X3;;
17:23;X3;;
17:33;X3;;
18:04;X2;;
18:28;X2;;
18:58;X2;;
19:13;X2;;
19:28;X2;;
19:53;X2;;
20:08;X0;;
20:23;X0;;
20:38;X0;;
20:53;X0;;
21:08;X0;;
21:23;X0;;
21:38;X0;;
21:53;X0;;
22:08;X0;;
22:23;X0;;
22:53;X0;;
99;Soboty;#E6E6FA
05:11;X2;;
05:21;X2;;
05:36;X2;;
05:51;X2;;
06:06;X2;;
06:21;X2;;
06:36;X2;;
06:51;X2;;
07:06;X2;;
07:21;X2;;
07:34;X2;;
07:51;X2;;
08:04;X2;;
08:21;X2;;
08:34;X2;;
08:51;X2;;
09:04;X2;;
09:21;X2;;
09:34;X2;;
09:51;X2;;
10:11;X2;;
10:21;X2;;
10:43;X2;;
10:53;X2;;
11:03;X2;;
11:13;X2;;
11:23;X2;;
11:43;X2;;
11:53;X2;;
12:03;X2;;
12:13;X2;;
12:23;X2;;
12:43;X2;;
12:53;X2;;
13:03;X2;;
13:13;X2;;
13:23;X2;;
13:43;X2;;
13:53;X2;;
14:03;X2;;
14:13;X2;;
14:23;X2;;
14:43;X2;;
14:53;X2;;
15:03;X2;;
15:13;X2;;
15:23;X2;;
15:43;X2;;
15:53;X2;;
16:03;X2;;
16:13;X2;;
16:23;X2;;
16:43;X2;;
16:54;X2;;
17:11;X2;;
17:24;X2;;
17:41;X2;;
17:54;X2;;
18:11;X2;;
18:24;X2;;
18:41;X2;;
18:54;X2;;
19:11;X2;;
19:24;X2;;
19:41;X2;;
19:54;X2;;
20:11;X2;;
20:24;X2;;
20:41;X2;;
20:54;X2;;
21:12;X2;;
21:23;X2;;
21:38;X2;;
21:53;X2;;
22:08;X2;;
22:23;X2;;
22:53;X2;;
99;Niedziele i œwiêta;#FFE4E1
05:11;X2;;
05:21;X2;;
05:36;X2;;
05:51;X2;;
06:06;X2;;
06:21;X2;;
06:36;X2;;
06:51;X2;;
07:06;X2;;
07:21;X2;;
07:36;X2;;
07:51;X2;;
08:06;X2;;
08:21;X2;;
08:36;X2;;
08:51;X2;;
09:06;X2;;
09:21;X2;;
09:36;X2;;
09:51;X2;;
10:11;X2;;
10:21;X2;;
10:43;X2;;
10:53;X2;;
11:03;X2;;
11:13;X2;;
11:23;X2;;
11:43;X2;;
11:53;X2;;
12:03;X2;;
12:13;X2;;
12:23;X2;;
12:43;X2;;
12:53;X2;;
13:03;X2;;
13:13;X2;;
13:23;X2;;
13:43;X2;;
13:53;X2;;
14:03;X2;;
14:13;X2;;
14:23;X2;;
14:43;X2;;
14:53;X2;;
15:03;X2;;
15:13;X2;;
15:23;X2;;
15:43;X2;;
15:53;X2;;
16:03;X2;;
16:13;X2;;
16:23;X2;;
16:41;X2;;
16:54;X2;;
17:11;X2;;
17:24;X2;;
17:41;X2;;
17:54;X2;;
18:11;X2;;
18:24;X2;;
18:41;X2;;
18:54;X2;;
19:11;X2;;
19:24;X2;;
19:41;X2;;
19:54;X2;;
20:11;X2;;
20:24;X2;;
20:41;X2;;
20:54;X2;;
21:11;X2;;
21:24;X2;;
21:39;X2;;
21:54;X2;;
22:09;X2;;
22:24;X2;;
22:53;X2;;
