99;Dni powszednie;#EEEEEE
04:38;X6;;
04:57;X6;;
05:17;X6;;
05:37;X6;;
05:57;X6;;
06:17;X6;;
06:37;X6;;
06:57;X6;;
07:17;X7;;
07:37;X7;;
08:08;X7;;
08:38;X7;;
09:08;X7;;
09:39;X7;;
10:09;X7;;
10:39;X7;;
11:09;X7;;
11:39;X7;;
12:09;X7;;
12:39;X7;;
13:09;X7;;
13:26;X7;;
13:46;X7;;
14:06;X8;;
14:26;X8;;
14:46;X8;;
15:06;X9;;
15:26;X9;;
15:46;X9;;
16:06;X9;;
16:26;X8;;
16:46;X8;;
17:08;X8;;
17:38;X7;;
18:09;X7;;
18:39;X7;;
19:08;X6;;
19:38;X6;;
20:08;X6;;
20:33;X6;;
21:03;X6;;
21:33;X6;;
22:03;X6;;
22:33;X6;;
99;Soboty, niedziele i œwiêta;#FFE4E1
04:38;X11;;
05:08;X11;;
05:38;X11;;
06:08;X11;;
06:38;X11;;
07:06;X12;;
07:37;X12;;
08:07;X12;;
08:39;X12;;
09:09;X12;;
09:39;X12;;
10:09;X12;;
10:39;X12;;
11:09;X12;;
11:39;X12;;
12:09;X12;;
12:39;X12;;
13:09;X12;;
13:39;X12;;
14:09;X12;;
14:39;X12;;
15:09;X12;;
15:39;X12;;
16:09;X12;;
16:39;X12;;
17:09;X12;;
17:40;X12;;
18:10;X12;;
18:40;X12;;
19:10;X12;;
19:39;X12;;
20:09;X12;;
20:39;X11;;
21:09;X11;;
21:39;X11;;
22:04;X11;;
22:34;X11;;
