99;Dni powszednie;#EEEEEE
04:16;X6;;
04:36;X6;;
04:56;X6;;
05:16;X7;;
05:36;X7;;
05:56;X7;;
06:12;X8;;
06:32;X8;;
06:52;X8;;
07:12;X8;;
07:32;X8;;
07:52;X8;;
08:24;X8;;
09:04;X9;;
09:44;X9;;
10:24;X9;;
11:04;X9;;
11:44;X9;;
12:24;X9;;
13:04;X10;;
13:34;X10;;
13:54;X10;;
14:14;X10;;
14:34;X10;;
14:54;X10;;
15:14;X10;;
15:34;X10;;
15:54;X10;;
16:14;X10;;
16:34;X10;;
16:54;X10;;
17:13;X7;;
17:37;X7;;
18:02;X7;;
18:32;X7;;
19:02;X7;;
19:32;X7;;
20:02;X6;;
20:32;X6;;
21:02;X6;;
21:32;X6;;
22:02;X6;;
22:32;X6;;
99;Soboty, niedziele i œwiêta;#FFE4E1
04:56;X6;;
05:40;X6;;
06:20;X6;;
07:04;X6;;
07:54;X6;;
08:44;X9;;
09:24;X9;;
09:54;X9;;
10:34;X9;;
11:04;X9;;
11:44;X9;;
12:24;X9;;
13:04;X9;;
13:44;X9;;
14:24;X9;;
15:04;X9;;
15:44;X9;;
16:24;X9;;
17:04;X9;;
17:44;X9;;
18:34;X9;;
19:14;X9;;
19:54;X9;;
20:34;X6;;
21:14;X6;;
22:02;X6;;
22:32;X6;;
