269;Flagi;Gmina;Nazwa;X3(00:00-29:59);X4(00:00-29:59);X5(00:00-29:59);X6(00:00-29:59);X7(00:00-29:59)
1;B,P(174);ZTM;Os. Barniewice;0;;0;0;0
2;P(1782);ZTM;Saturna;1;;1;1;1
3;P(1522);ZTM;Osowa PKP;2;;3;2;2
4;P(1520);ZTM;Biwakowa;2;;2;2;
5;P(1518);ZTM;Niedzia³kowskiego;1;;1;1;
6;P(1516);ZTM;Barniewicka;1;;2;2;
7;P(1576);ZTM;Siedleckiego;2;0;2;2;
8;P(1578);ZTM;So³dka;2;3;3;2;
9;P(1639);ZTM;Jednoro¿ca;1;2;2;1;
10;P(1883);ZTM;Marsa;2;2;2;2;
11;B,N,K0,P(1884);ZTM;Marsa;1;1;1;1;
