99;Dni powszednie;#EEEEEE
06:14;X6;;
06:44;X6;;
07:14;X7;;
07:44;X7;;
08:14;X7;;
08:44;X7;;
09:14;X8;;
10:14;X8;;
11:14;X8;;
12:14;X8;;
13:14;X8;;
14:04;X9;;
14:34;X9;;
15:14;X10;;
15:54;X10;;
16:34;X10;;
17:14;X10;;
17:54;X10;;
18:34;X11;;
19:24;X6;;
20:14;X6;;
21:14;X6;;
99;Soboty;#E6E6FA
07:46;X12;;
08:46;X12;;
09:46;X12;;
10:46;X12;;
11:46;X12;;
12:46;X12;;
13:46;X12;;
14:46;X12;;
15:46;X12;;
16:46;X12;;
17:46;X12;;
18:46;X12;;
19:46;X12;;
20:47;X12;;
99;Niedziele i œwiêta;#FFE4E1
10:46;X12;;
11:46;X12;;
12:46;X12;;
13:46;X12;;
14:46;X12;;
15:46;X12;;
16:46;X12;;
17:46;X12;;
18:46;X12;;
19:46;X12;;
