99;Dni powszednie;#EEEEEE
09:08;X0;;
09:28;X0;;
10:08;X0;;
10:28;X0;;
11:13;X0;;
11:53;X0;;
12:13;X0;;
12:53;X0;;
13:13;X0;;
13:53;X0;;
14:15;X0;;
14:40;X0;;
15:00;X0;;
15:25;X0;;
15:50;X0;;
16:15;X0;;
16:40;X0;;
17:05;X0;;
17:35;X0;;
18:05;X0;;
18:35;X0;;
19:05;X0;;
99;Soboty, niedziele i œwiêta;#FFE4E1
09:19;X0;;
09:43;X0;;
10:19;X0;;
10:43;X0;;
11:10;X0;;
11:30;X0;;
11:50;X0;;
12:10;X0;;
12:50;X0;;
13:14;X0;;
13:50;X0;;
14:14;X0;;
14:50;X0;;
15:20;X0;;
15:45;X0;;
16:10;X0;;
16:35;X0;;
17:05;X0;;
17:35;X0;;
18:05;X0;;
18:35;X0;;
19:05;X0;;
