X7;1;15;a;Kurs do: Zajezdnia WRZESZCZ przez: Jaúkowa Dolina
X7;29;32;a;Kurs do: Zajezdnia WRZESZCZ przez: Jaúkowa Dolina
X7;34;36;a;Kurs do: Zajezdnia WRZESZCZ przez: Jaúkowa Dolina
X7;37;43;a;Kurs do: Zajezdnia WRZESZCZ
X21;1;15;a;Kurs do: Zajezdnia WRZESZCZ przez: Jaúkowa Dolina
X21;29;32;a;Kurs do: Zajezdnia WRZESZCZ przez: Jaúkowa Dolina
X21;34;36;a;Kurs do: Zajezdnia WRZESZCZ przez: Jaúkowa Dolina
X21;37;43;a;Kurs do: Zajezdnia WRZESZCZ
X26;1;15;a;Kurs do: Zajezdnia WRZESZCZ przez: Jaúkowa Dolina
X26;29;32;a;Kurs do: Zajezdnia WRZESZCZ przez: Jaúkowa Dolina
X26;34;36;a;Kurs do: Zajezdnia WRZESZCZ przez: Jaúkowa Dolina
X26;37;43;a;Kurs do: Zajezdnia WRZESZCZ
X3;1;27;b;Od przystanku DWORZEC G£”WNY jedzie przez ul. Jana z Kolna i LetnicÍ do zajezdni NOWY PORT
X22;1;27;b;Od przystanku DWORZEC G£”WNY jedzie przez ul. Jana z Kolna i LetnicÍ do zajezdni NOWY PORT
X2;1;15;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X2;29;33;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X2;44;53;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X4;1;15;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X4;29;33;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X4;44;53;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X6;1;15;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X6;29;33;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X6;44;53;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X8;1;15;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X8;29;33;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
X8;44;53;c;Kurs do: Zajezdnia NOWY PORT przez: Brzeüno
