99;Dni powszednie;#EEEEEE
04:44;X0;;
05:00;X1;;
04:58;X2;;
05:10;X2;;
05:22;X2;;
05:34;X2;;
05:46;X2;;
05:58;X2;;
06:10;X3;;
06:22;X3;;
06:34;X3;;
06:46;X3;;
06:58;X3;;
07:10;X3;;
07:22;X3;;
07:34;X3;;
07:46;X3;;
07:58;X3;;
08:12;X3;;
08:24;X3;;
08:39;X3;;
08:54;X3;;
09:09;X3;;
09:25;X3;;
09:39;X3;;
09:55;X3;;
10:09;X3;;
10:25;X3;;
10:41;X3;;
10:55;X3;;
11:10;X3;;
11:24;X3;;
11:39;X3;;
11:54;X3;;
12:09;X3;;
12:24;X3;;
12:39;X3;;
12:54;X3;;
13:09;X3;;
13:23;X3;;
13:41;X3;;
13:58;X3;;
14:10;X3;;
14:22;X3;;
14:34;X3;;
14:46;X3;;
14:58;X3;;
15:10;X3;;
15:22;X3;;
15:34;X3;;
15:46;X3;;
15:58;X3;;
16:10;X3;;
16:22;X3;;
16:34;X3;;
16:46;X3;;
16:58;X3;;
17:09;X3;;
17:24;X3;;
17:39;X3;;
17:54;X3;;
18:09;X2;;
18:24;X2;;
18:39;X2;;
18:54;X2;;
19:10;X2;;
19:25;X2;;
19:39;X2;;
19:54;X2;;
20:11;X2;;
20:27;X2;;
20:42;X2;;
21:02;X4;;
21:22;X4;;
21:42;X4;;
22:12;X4;;
22:42;X4;;
99;Soboty;#E6E6FA
04:42;X0;;
05:14;X10;;
05:44;X10;;
06:14;X10;;
06:43;X10;;
07:10;X2;;
07:40;X2;;
07:55;X2;;
08:10;X2;;
08:25;X2;;
08:40;X2;;
08:55;X2;;
09:10;X3;;
09:25;X3;;
09:40;X3;;
09:56;X3;;
10:10;X3;;
10:25;X3;;
10:39;X3;;
10:54;X3;;
11:09;X3;;
11:24;X3;;
11:39;X3;;
11:54;X3;;
12:09;X3;;
12:24;X3;;
12:39;X3;;
12:54;X3;;
13:08;X3;;
13:24;X3;;
13:38;X3;;
13:54;X3;;
14:10;X3;;
14:24;X3;;
14:42;X3;;
14:58;X3;;
15:09;X3;;
15:24;X3;;
15:39;X3;;
15:54;X3;;
16:09;X3;;
16:24;X3;;
16:39;X3;;
16:54;X3;;
17:09;X3;;
17:24;X3;;
17:39;X3;;
17:54;X3;;
18:09;X2;;
18:24;X2;;
18:39;X2;;
18:54;X2;;
19:10;X2;;
19:25;X2;;
19:39;X2;;
19:55;X2;;
20:11;X2;;
20:27;X2;;
20:42;X2;;
21:02;X4;;
21:22;X4;;
21:42;X4;;
22:12;X4;;
22:42;X4;;
99;Niedziele i œwiêta;#FFE4E1
04:42;X0;;
05:14;X10;;
05:44;X10;;
06:14;X10;;
06:43;X10;;
07:10;X2;;
07:40;X2;;
08:10;X2;;
08:40;X2;;
09:10;X3;;
09:40;X3;;
10:10;X3;;
10:25;X3;;
10:39;X3;;
10:54;X3;;
11:24;X3;;
11:39;X3;;
11:54;X3;;
12:09;X3;;
12:24;X3;;
12:39;X3;;
12:54;X3;;
13:09;X3;;
13:24;X3;;
13:39;X3;;
13:54;X3;;
14:09;X3;;
14:24;X3;;
14:42;X3;;
14:58;X3;;
15:09;X3;;
15:24;X3;;
15:39;X3;;
15:54;X3;;
16:09;X3;;
16:24;X3;;
16:39;X3;;
16:54;X3;;
17:09;X3;;
17:25;X3;;
17:39;X3;;
17:54;X3;;
18:09;X2;;
18:24;X2;;
18:39;X2;;
18:54;X2;;
19:10;X2;;
19:25;X2;;
19:39;X2;;
19:54;X2;;
20:11;X2;;
20:27;X2;;
20:42;X2;;
21:02;X4;;
21:22;X4;;
21:42;X4;;
22:12;X4;;
22:42;X4;;
