99;Dni powszednie;#EEEEEE
04:26;X3;;
04:36;X3;;
04:46;X3;;
05:01;X3;;
05:16;X3;;
05:31;X3;;
05:46;X3;;
06:01;X3;;
06:16;X3;;
06:31;X3;;
06:46;X3;;
07:01;X3;;
07:16;X3;;
07:31;X3;;
07:46;X3;;
08:03;X3;;
08:23;X3;;
08:43;X3;;
09:03;X3;;
09:23;X3;;
09:43;X3;;
10:03;X3;;
10:23;X3;;
10:43;X3;;
11:03;X3;;
11:23;X3;;
11:43;X3;;
12:03;X3;;
12:23;X3;;
12:43;X3;;
13:03;X3;;
13:20;X4;;
13:39;X4;;
14:00;X4;;
14:15;X4;;
14:30;X4;;
14:45;X4;;
15:00;X4;;
15:15;X4;;
15:30;X4;;
15:45;X4;;
16:00;X4;;
16:15;X4;;
16:30;X4;;
16:45;X4;;
17:03;X4;;
17:23;X4;;
17:43;X4;;
18:03;X4;;
18:23;X4;;
18:43;X3;;
19:03;X3;;
19:23;X3;;
19:43;X3;;
20:03;X3;;
20:29;X3;;
20:59;X3;;
21:29;X3;;
21:59;X3;;
