99;Dni powszednie;#EEEEEE
04:59;X0;;
05:14;X0;;
05:33;X0;;
05:48;X0;;
06:03;X0;;
06:18;X0;;
06:33;X1;;
06:48;X1;;
07:03;X1;;
07:18;X1;;
07:33;X1;;
07:48;X1;;
08:03;X1;;
08:23;X1;;
08:43;X1;;
14:34;X1;;
14:49;X1;;
15:04;X1;;
15:19;X1;;
15:34;X1;;
15:49;X1;;
16:04;X1;;
16:19;X1;;
16:34;X1;;
16:49;X1;;
17:04;X1;;
17:19;X1;;
17:29;X1;;
17:48;X1;;
18:08;X1;;
18:28;X1;;
19:03;X1;;
19:23;X1;;
19:43;X1;;
20:03;X1;;
20:23;X1;;
20:43;X1;;
21:03;X0;;
21:25;X0;;
21:55;X0;;
22:34;X0;;
99;Soboty, niedziele i œwiêta;#FFE4E1
05:05;X0;;
05:35;X0;;
06:05;X0;;
06:35;X0;;
07:05;X0;;
07:35;X0;;
08:05;X0;;
08:35;X0;;
09:04;X1;;
09:38;X1;;
10:10;X1;;
10:40;X1;;
11:08;X1;;
11:38;X1;;
12:08;X1;;
12:38;X1;;
13:08;X1;;
13:38;X1;;
14:08;X1;;
14:38;X1;;
15:08;X1;;
15:38;X1;;
16:08;X1;;
16:38;X1;;
17:08;X1;;
17:38;X1;;
18:08;X1;;
18:38;X1;;
19:08;X1;;
19:38;X1;;
20:08;X1;;
20:38;X1;;
21:04;X0;;
21:34;X0;;
22:04;X0;;
22:34;X0;;
