99;Dni powszednie;#EEEEEE
04:38;X1;;
04:59;X1;;
04:58;X2;;
05:13;X2;;
05:33;X2;;
05:52;X2;;
06:07;X2;;
06:22;X2;;
06:37;X2;;
06:52;X2;;
07:07;X2;;
07:22;X3;;
07:37;X3;;
07:54;X3;;
08:14;X3;;
08:34;X3;;
08:54;X3;;
09:14;X3;;
09:34;X3;;
09:54;X3;;
10:14;X3;;
10:34;X3;;
10:54;X3;;
11:14;X3;;
11:34;X3;;
11:54;X3;;
12:14;X3;;
12:34;X3;;
12:54;X3;;
13:14;X3;;
13:30;X3;;
13:45;X3;;
14:00;X3;;
14:15;X3;;
14:30;X3;;
14:45;X3;;
15:00;X3;;
15:15;X3;;
15:30;X3;;
15:45;X3;;
16:00;X3;;
16:15;X3;;
16:30;X3;;
16:45;X3;;
17:00;X3;;
17:15;X3;;
17:35;X3;;
17:55;X3;;
18:15;X3;;
18:34;X3;;
18:53;X3;;
19:13;X3;;
19:33;X3;;
19:54;X2;;
20:15;X2;;
20:45;X2;;
21:15;X2;;
21:45;X2;;
22:15;X2;;
22:45;X2;;
99;Soboty;#E6E6FA
04:46;X5;;
05:13;X5;;
05:15;X6;;
05:45;X6;;
06:15;X6;;
06:45;X6;;
07:19;X5;;
07:13;X6;;
07:33;X6;;
07:53;X6;;
08:13;X6;;
08:33;X6;;
08:53;X6;;
09:13;X6;;
09:33;X6;;
09:53;X6;;
10:13;X6;;
10:33;X6;;
10:53;X6;;
11:13;X6;;
11:33;X6;;
11:53;X6;;
12:13;X6;;
12:33;X6;;
12:53;X6;;
13:13;X6;;
13:33;X6;;
13:53;X6;;
14:13;X6;;
14:33;X6;;
14:53;X6;;
15:13;X6;;
15:33;X6;;
15:53;X6;;
16:13;X6;;
16:33;X6;;
16:53;X6;;
17:13;X6;;
17:33;X6;;
17:53;X6;;
18:13;X6;;
18:33;X6;;
18:53;X6;;
19:13;X6;;
19:33;X6;;
19:53;X6;;
20:15;X6;;
20:45;X6;;
21:15;X6;;
21:45;X6;;
22:15;X6;;
22:45;X6;;
99;Niedziele i œwiêta;#FFE4E1
04:46;X5;;
05:13;X5;;
05:15;X6;;
05:45;X6;;
06:15;X6;;
06:45;X6;;
07:15;X6;;
07:45;X6;;
08:15;X6;;
08:45;X6;;
09:15;X6;;
09:45;X6;;
10:15;X6;;
10:45;X6;;
11:19;X5;;
11:13;X6;;
11:33;X6;;
11:53;X6;;
12:13;X6;;
12:33;X6;;
12:53;X6;;
13:13;X6;;
13:33;X6;;
13:53;X6;;
14:13;X6;;
14:33;X6;;
14:53;X6;;
15:13;X6;;
15:33;X6;;
15:53;X6;;
16:13;X6;;
16:33;X6;;
16:53;X6;;
17:13;X6;;
17:33;X6;;
17:53;X6;;
18:13;X6;;
18:33;X6;;
18:53;X6;;
19:13;X6;;
19:33;X6;;
19:53;X6;;
20:15;X6;;
20:45;X6;;
21:15;X6;;
21:45;X6;;
22:15;X6;;
22:45;X6;;
