99;Dni powszednie;#EEEEEE
04:50;X0;;
05:02;X1;;
05:28;X1;;
05:48;X1;;
06:08;X1;;
06:28;X2;;
06:48;X2;;
07:08;X3;;
07:30;X3;;
07:48;X4;;
08:15;X2;;
08:45;X5;;
09:15;X6;;
09:45;X6;;
10:15;X6;;
10:45;X6;;
11:15;X6;;
11:45;X6;;
12:15;X6;;
12:45;X6;;
13:15;X6;;
13:39;X6;;
14:00;X7;;
14:20;X7;;
14:40;X7;;
15:00;X7;;
15:20;X7;;
15:40;X7;;
16:00;X7;;
16:20;X7;;
16:40;X1;;
16:59;X1;;
17:20;X1;;
17:50;X8;;
18:20;X1;;
18:45;X1;;
19:15;X1;;
19:45;X1;;
20:15;X1;;
20:43;X9;;
21:11;X9;;
21:41;X10;;
22:41;X9;;
99;Soboty, niedziele i œwiêta;#FFE4E1
04:51;X17;;
05:33;X18;;
06:11;X18;;
06:41;X18;;
07:11;X18;;
07:41;X1;;
08:12;X1;;
08:42;X1;;
09:15;X1;;
09:45;X1;;
10:15;X1;;
10:45;X1;;
11:15;X1;;
11:45;X1;;
12:15;X1;;
12:45;X1;;
13:15;X1;;
13:45;X1;;
14:15;X1;;
14:45;X1;;
15:15;X1;;
15:45;X1;;
16:15;X1;;
16:44;X1;;
17:14;X1;;
17:44;X1;;
18:14;X1;;
18:45;X1;;
19:15;X1;;
19:45;X1;;
20:15;X1;;
20:45;X8;;
21:15;X9;;
21:41;X10;;
22:41;X9;;
