99;Dni powszednie;#EEEEEE
05:02;X0;;
05:32;X0;;
05:58;X0;;
06:28;X0;;
06:58;X1;;
07:28;X1;;
07:58;X1;;
08:33;X1;;
09:13;X1;;
09:53;X1;;
10:33;X1;;
11:13;X1;;
11:53;X1;;
12:33;X1;;
13:13;X1;;
13:53;X1;;
14:23;X1;;
14:53;X1;;
15:23;X1;;
15:53;X1;;
16:23;X1;;
16:53;X1;;
17:23;X1;;
17:53;X1;;
18:33;X1;;
19:13;X1;;
19:53;X0;;
20:33;X0;;
21:12;X0;;
21:42;X0;;
22:12;X0;;
22:42;X0;;
99;Soboty;#E6E6FA
05:09;X0;;
06:09;X0;;
07:09;X0;;
08:09;X6;;
08:43;X6;;
09:13;X6;;
09:43;X6;;
10:13;X6;;
10:43;X6;;
11:13;X6;;
11:43;X6;;
12:13;X6;;
12:43;X6;;
13:13;X6;;
13:43;X6;;
14:13;X6;;
14:43;X6;;
15:13;X6;;
15:43;X6;;
16:13;X6;;
16:43;X6;;
17:13;X6;;
17:43;X6;;
18:13;X6;;
18:43;X6;;
19:13;X0;;
19:43;X0;;
20:12;X0;;
20:42;X0;;
21:12;X0;;
21:42;X0;;
22:12;X0;;
22:42;X0;;
99;Niedziele i œwiêta;#FFE4E1
07:09;X0;;
08:09;X6;;
09:09;X6;;
10:09;X6;;
10:43;X6;;
11:13;X6;;
11:43;X6;;
12:13;X6;;
12:43;X6;;
13:13;X6;;
13:43;X6;;
14:13;X6;;
14:43;X6;;
15:13;X6;;
15:43;X6;;
16:13;X6;;
16:43;X6;;
17:13;X6;;
17:43;X6;;
18:13;X6;;
18:43;X6;;
19:13;X0;;
19:43;X0;;
20:12;X0;;
20:42;X0;;
21:12;X0;;
21:42;X0;;
22:12;X0;;
22:42;X0;;
