99;Dni powszednie;#EEEEEE
04:51;X12;;
05:14;X13;;
05:23;X14;;
05:53;X14;;
05:43;X15;;
06:13;X15;;
06:43;X15;;
07:13;X16;;
07:43;X17;;
08:13;X17;;
08:53;X18;;
09:33;X18;;
10:13;X19;;
10:53;X19;;
11:33;X19;;
12:08;X19;;
12:44;X19;;
13:14;X20;;
13:44;X20;;
14:07;X20;;
14:37;X20;;
15:07;X20;;
15:37;X20;;
16:07;X20;;
16:35;X20;;
17:07;X20;;
17:37;X20;;
18:07;X20;;
18:30;X20;;
19:10;X21;;
19:50;X21;;
20:38;X22;;
21:13;X22;;
21:33;X23;;
22:13;X23;;
99;Soboty, niedziele i œwiêta;#FFE4E1
04:49;X28;;
05:49;X28;;
06:49;X28;;
07:58;X28;;
08:58;X29;;
09:58;X29;;
11:00;X29;;
12:03;X29;;
13:03;X29;;
14:03;X29;;
15:03;X29;;
16:03;X29;;
17:03;X29;;
18:03;X29;;
19:00;X29;;
19:35;X29;;
20:36;X22;;
21:36;X23;;
