99;Dni powszednie;#EEEEEE
04:29;X0;N;
04:49;X0;N;
05:09;X1;;
05:29;X1;N;
05:50;X2;;
06:10;X2;N;
06:20;X2;N;
06:31;X3;;
06:50;X2;;
07:00;X2;N;
07:10;X2;;
07:20;X2;;
07:40;X2;N;
07:50;X2;N;
08:00;X3;;
08:09;X3;;
08:29;X2;;
08:34;X3;;
08:49;X2;N;
09:09;X2;;
09:29;X2;N;
09:49;X2;N;
10:09;X2;;
10:29;X2;N;
10:49;X2;;
11:09;X2;N;
11:29;X2;N;
11:49;X2;;
12:09;X2;N;
12:29;X2;;
12:49;X2;N;
13:09;X2;N;
13:29;X2;;
13:43;X2;N;
14:00;X2;;
14:10;X2;;
14:20;X2;N;
14:40;X2;N;
14:50;X2;;
15:00;X2;;
15:10;X2;N;
15:30;X2;;
15:40;X2;;
15:50;X2;N;
16:10;X2;N;
16:20;X3;;
16:30;X3;;
16:40;X3;N;
17:00;X3;;
17:09;X3;;
17:29;X3;N;
17:49;X3;N;
18:09;X3;;
18:29;X3;;
18:49;X3;N;
19:09;X3;;
19:29;X0;N;
19:49;X0;N;
20:09;X0;;
20:29;X1;N;
20:49;X4;;
21:19;X4;N;
21:49;X4;N;
22:19;X4;;
22:49;X5;N;
23:19;X6;N;
99;Soboty;#E6E6FA
04:19;X4;N;
04:49;X4;N;
05:19;X5;N;
05:49;X4;N;
06:19;X5;N;
06:49;X0;N;
07:09;X0;;
07:29;X0;N;
07:49;X0;N;
08:09;X0;;
08:29;X0;N;
08:49;X0;;
09:09;X0;N;
09:29;X0;N;
09:49;X0;;
10:09;X0;N;
10:29;X0;;
10:49;X0;N;
11:09;X0;N;
11:29;X0;;
11:49;X0;N;
12:09;X0;;
12:29;X0;N;
12:49;X0;N;
13:09;X0;;
13:29;X0;N;
13:49;X0;;
14:09;X0;N;
14:29;X0;N;
14:49;X0;;
15:09;X0;N;
15:29;X0;;
15:49;X0;N;
16:09;X0;N;
16:29;X0;;
16:49;X0;N;
17:09;X0;;
17:29;X0;N;
17:49;X0;N;
18:09;X0;;
18:29;X0;N;
18:49;X0;;
19:09;X0;N;
19:29;X0;N;
19:49;X0;;
20:09;X0;N;
20:29;X1;;
20:49;X4;N;
21:19;X4;;
21:49;X4;;
22:19;X5;N;
22:49;X4;;
23:19;X6;;
99;Niedziele i œwiêta;#FFE4E1
04:19;X4;N;
04:49;X4;N;
05:19;X4;N;
05:49;X4;N;
06:19;X4;N;
06:49;X4;N;
07:19;X4;N;
07:49;X4;N;
08:19;X4;N;
08:49;X4;N;
09:19;X4;N;
09:49;X0;;
10:09;X0;N;
10:29;X0;;
10:49;X0;N;
11:09;X0;N;
11:29;X0;;
11:49;X0;N;
12:09;X0;;
12:29;X0;N;
12:49;X0;N;
13:09;X0;;
13:29;X0;N;
13:49;X0;;
14:09;X0;N;
14:29;X0;N;
14:49;X0;;
15:09;X0;N;
15:29;X0;;
15:49;X0;N;
16:09;X0;N;
16:29;X0;;
16:49;X0;N;
17:09;X0;;
17:29;X0;N;
17:49;X0;N;
18:09;X0;;
18:29;X0;N;
18:49;X0;;
19:09;X0;N;
19:29;X0;N;
19:49;X0;;
20:09;X0;N;
20:29;X1;;
20:49;X4;N;
21:19;X4;;
21:49;X4;;
22:19;X5;N;
22:49;X4;;
23:19;X6;;
