99;Dni powszednie - okres nauki szkolnej;#EEEEEE
04:57;X8;;
05:27;X9;;
05:57;X8;;
06:55;X10;;
07:25;X10;;
08:25;X10;;
09:00;X11;;
10:29;X10;;
11:29;X10;;
12:29;X10;;
13:23;X12;;
14:19;X13;;
14:59;X13;;
15:39;X13;;
16:19;X13;;
17:23;X14;;
18:30;X15;;
19:30;X16;;
21:28;X9;;
22:31;X9;;
99;Dni powszednie - ferie i wakacje;#EEEEEE
04:57;X8;;
05:27;X9;;
05:57;X8;;
06:55;X10;;
07:25;X10;;
08:25;X10;;
09:00;X11;;
10:29;X10;;
11:29;X10;;
12:29;X10;;
13:23;X12;;
14:19;X13;;
15:19;X13;;
16:19;X13;;
17:23;X14;;
18:30;X15;;
19:30;X16;;
21:28;X9;;
22:31;X9;;
99;Soboty, niedziele i œwiêta;#FFE4E1
06:00;X9;;
07:30;X9;;
08:30;X9;;
09:30;X9;;
10:30;X9;;
11:29;X10;;
12:28;X18;;
13:28;X18;;
14:28;X18;;
15:28;X18;;
16:28;X18;;
17:28;X18;;
19:28;X15;;
21:28;X19;;
22:33;X19;;
