99;Dni powszednie;#EEEEEE
05:02;X0;;
05:29;X0;;
05:59;X1;;
06:29;X1;;
06:59;X2;;
07:29;X2;;
07:59;X2;;
08:29;X2;;
09:11;X2;;
10:11;X2;;
11:11;X2;;
12:11;X2;;
13:11;X2;;
14:02;X2;;
14:35;X2;;
15:05;X2;;
15:35;X2;;
16:05;X2;;
16:35;X2;;
17:05;X2;;
17:35;X2;;
18:12;X2;;
18:32;X2;;
18:52;X2;;
19:31;X3;;
19:51;X3;;
20:11;X3;;
20:54;X3;;
21:54;X3;;
22:37;X3;;
99;Soboty, niedziele i œwiêta;#FFE4E1
05:12;X3;;
06:00;X3;;
07:00;X3;;
08:00;X3;;
09:00;X3;;
10:00;X3;;
11:00;X2;;
12:00;X2;;
13:00;X2;;
14:00;X2;;
15:00;X2;;
16:00;X2;;
17:00;X2;;
18:00;X2;;
19:00;X3;;
20:00;X3;;
20:55;X3;;
21:55;X3;;
22:40;X3;;
