99;Dni powszednie;#EEEEEE
04:18;X7;;
04:38;X7;N;
04:58;X7;;
05:18;X7;N;
05:36;X7;N;
05:52;X8;;
06:03;X8;;
06:12;X8;N;
06:23;X8;;
06:33;X8;;
06:53;X8;N;
07:03;X8;N;
07:13;X8;;
07:23;X8;;
07:33;X8;;
07:43;X8;N;
07:53;X8;;
08:03;X8;;
08:20;X8;N;
08:37;X8;N;
08:57;X8;;
09:17;X8;;
09:37;X8;N;
09:57;X8;;
10:17;X8;N;
10:37;X8;N;
10:57;X8;;
11:17;X8;N;
11:37;X8;;
11:57;X8;N;
12:17;X8;N;
12:37;X8;;
12:57;X8;N;
13:17;X8;;
13:33;X8;N;
13:53;X8;N;
14:03;X8;;
14:13;X8;;
14:23;X8;N;
14:43;X8;;
14:53;X8;;
15:03;X8;N;
15:23;X8;N;
15:33;X8;;
15:43;X8;;
15:53;X8;N;
16:13;X8;;
16:23;X8;;
16:43;X8;N;
16:55;X8;N;
17:18;X8;;
17:38;X8;;
17:58;X8;N;
18:18;X8;;
18:38;X8;N;
18:58;X8;N;
19:18;X8;;
19:38;X7;N;
19:58;X7;;
20:18;X7;N;
20:39;X9;N;
21:09;X9;N;
21:39;X9;;
22:09;X9;N;
22:39;X9;N;
23:25;X10;N;
99;Soboty;#E6E6FA
04:38;X11;N;
04:39;X9;N;
05:08;X11;N;
05:09;X9;N;
05:38;X11;N;
05:39;X9;N;
05:58;X9;N;
06:17;X11;;
06:18;X7;;
06:37;X11;N;
06:38;X7;N;
06:58;X7;N;
07:17;X11;;
07:18;X7;;
07:37;X11;N;
07:38;X7;N;
07:57;X11;;
07:58;X7;;
08:17;X11;N;
08:18;X7;N;
08:37;X11;N;
08:38;X7;N;
08:57;X11;;
08:58;X7;;
09:17;X11;N;
09:18;X7;N;
09:37;X11;;
09:38;X7;;
09:57;X11;N;
09:58;X7;N;
10:17;X11;N;
10:18;X7;N;
10:37;X11;;
10:38;X7;;
10:57;X11;N;
10:58;X7;N;
11:17;X11;;
11:18;X7;;
11:37;X11;N;
11:38;X7;N;
11:57;X11;N;
11:58;X7;N;
12:17;X11;;
12:18;X7;;
12:37;X11;N;
12:38;X7;N;
12:57;X11;;
12:58;X7;;
13:17;X11;N;
13:18;X7;N;
13:37;X11;N;
13:38;X7;N;
13:57;X11;;
13:58;X7;;
14:17;X11;N;
14:18;X7;N;
14:37;X11;;
14:38;X7;;
14:57;X11;N;
14:58;X7;N;
15:17;X11;N;
15:18;X7;N;
15:37;X11;;
15:38;X7;;
15:57;X11;N;
15:58;X7;N;
16:17;X11;;
16:18;X7;;
16:37;X11;N;
16:38;X7;N;
16:57;X11;N;
16:58;X7;N;
17:17;X11;;
17:18;X7;;
17:37;X11;N;
17:38;X7;N;
17:57;X11;;
17:58;X7;;
18:17;X11;N;
18:18;X7;N;
18:37;X11;N;
18:38;X7;N;
18:57;X11;;
18:58;X7;;
19:17;X11;N;
19:18;X7;N;
19:37;X11;;
19:38;X7;;
19:57;X11;N;
19:58;X7;N;
20:17;X11;N;
20:18;X7;N;
20:37;X11;;
20:38;X9;;
21:09;X9;;
21:38;X11;N;
21:39;X9;N;
22:08;X11;;
22:09;X9;;
22:38;X11;;
22:39;X9;;
22:57;X10;N;
99;Niedziele i œwiêta;#FFE4E1
04:38;X11;N;
04:39;X9;N;
05:08;X11;N;
05:09;X9;N;
05:38;X11;N;
05:39;X9;N;
06:08;X11;N;
06:09;X9;N;
06:38;X11;N;
06:39;X9;N;
07:08;X11;N;
07:09;X9;N;
07:38;X11;N;
07:39;X9;N;
08:08;X11;N;
08:09;X9;N;
08:38;X11;N;
08:39;X9;N;
08:57;X11;;
08:58;X9;;
09:17;X11;N;
09:18;X7;N;
09:37;X11;;
09:38;X7;;
09:57;X11;N;
09:58;X7;N;
10:17;X11;N;
10:18;X7;N;
10:37;X11;;
10:38;X7;;
10:57;X11;N;
10:58;X7;N;
11:17;X11;;
11:18;X7;;
11:37;X11;N;
11:38;X7;N;
11:57;X11;N;
11:58;X7;N;
12:17;X11;;
12:18;X7;;
12:37;X11;N;
12:38;X7;N;
12:57;X11;;
12:58;X7;;
13:17;X11;N;
13:18;X7;N;
13:37;X11;N;
13:38;X7;N;
13:57;X11;;
13:58;X7;;
14:17;X11;N;
14:18;X7;N;
14:37;X11;;
14:38;X7;;
14:57;X11;N;
14:58;X7;N;
15:17;X11;N;
15:18;X7;N;
15:37;X11;;
15:38;X7;;
15:57;X11;N;
15:58;X7;N;
16:17;X11;;
16:18;X7;;
16:37;X11;N;
16:38;X7;N;
16:57;X11;N;
16:58;X7;N;
17:17;X11;;
17:18;X7;;
17:37;X11;N;
17:38;X7;N;
17:57;X11;;
17:58;X7;;
18:17;X11;N;
18:18;X7;N;
18:37;X11;N;
18:38;X7;N;
18:57;X11;;
18:58;X7;;
19:17;X11;N;
19:18;X7;N;
19:37;X11;;
19:38;X7;;
19:57;X11;N;
19:58;X7;N;
20:17;X11;N;
20:18;X7;N;
20:37;X11;;
20:38;X9;;
21:09;X9;;
21:38;X11;N;
21:39;X9;N;
22:08;X11;;
22:09;X9;;
22:38;X11;;
22:39;X9;;
22:57;X10;N;
