99;Dni powszednie;#EEEEEE
04:52;X2;;
05:15;X2;;
05:45;X2;;
06:20;X2;;
06:50;X2;;
07:20;X3;;
07:50;X3;;
08:20;X3;;
09:29;X3;;
10:29;X3;;
11:29;X3;;
12:29;X3;;
13:29;X3;;
14:21;X4;;
14:51;X4;;
15:21;X4;;
15:51;X4;;
16:21;X4;;
16:51;X4;;
17:21;X3;;
18:08;X3;;
18:38;X3;;
19:17;X3;;
20:13;X2;;
21:13;X2;;
22:13;X2;;
99;Soboty, niedziele i œwiêta;#FFE4E1
09:33;X3;;
10:33;X3;;
11:33;X3;;
12:33;X3;;
13:33;X3;;
14:33;X3;;
15:33;X3;;
16:33;X3;;
17:33;X3;;
18:33;X3;;
19:33;X3;;
20:13;X3;;
21:13;X2;;
