99;Dni powszednie;#EEEEEE
04:16;X0;N;
04:15;X1;;
04:35;X1;;
04:46;X1;;
05:12;X0;N;
04:51;X2;N;
05:37;X0;N;
05:07;X3;N;
05:57;X0;N;
05:27;X3;;
06:17;X0;N;
06:02;X1;;
05:47;X4;N;
06:02;X5;;
06:08;X4;N;
06:22;X5;;
06:28;X4;;
06:38;X4;;
06:52;X5;N;
06:58;X4;N;
07:12;X5;N;
07:18;X4;N;
07:32;X5;N;
07:38;X4;;
07:52;X5;N;
07:58;X4;;
08:13;X5;N;
08:23;X4;;
08:33;X5;N;
08:41;X4;;
08:49;X4;;
09:01;X4;;
09:13;X5;N;
09:21;X4;N;
09:29;X4;N;
09:45;X5;;
09:49;X4;N;
10:05;X5;N;
10:09;X4;;
10:25;X5;N;
10:29;X4;;
10:45;X5;N;
10:49;X4;;
11:05;X5;N;
11:09;X4;;
11:25;X5;;
11:29;X4;;
11:45;X5;N;
11:49;X4;N;
12:05;X5;N;
12:09;X4;;
12:25;X5;N;
12:29;X4;N;
12:45;X5;;
12:49;X4;N;
13:05;X5;;
13:09;X4;N;
13:25;X5;;
13:29;X4;N;
13:42;X6;;
13:48;X4;;
14:02;X5;;
14:08;X4;N;
14:18;X4;N;
14:32;X5;N;
14:38;X4;;
14:52;X5;N;
14:58;X4;N;
15:12;X5;;
15:18;X4;N;
15:32;X5;;
15:38;X4;N;
15:52;X5;;
15:58;X4;N;
16:12;X5;;
16:18;X4;;
16:32;X7;N;
16:38;X4;N;
16:52;X7;N;
16:58;X4;;
17:14;X5;N;
17:14;X8;N;
17:30;X4;;
17:34;X8;N;
17:50;X4;;
18:06;X9;;
18:10;X4;N;
18:30;X4;N;
18:50;X4;;
19:10;X10;N;
19:25;X4;;
19:45;X3;N;
20:05;X3;;
20:25;X3;;
20:55;X11;N;
21:05;X12;N;
21:25;X11;;
21:55;X11;;
22:29;X13;;
22:50;X14;;
23:09;X15;N;
23:39;X14;;
99;Soboty;#E6E6FA
04:03;X31;;
04:35;X32;;
04:53;X31;;
04:59;X13;;
05:25;X11;;
06:28;X0;N;
05:55;X11;;
06:25;X11;;
06:47;X3;N;
07:07;X3;;
07:36;X1;;
07:27;X3;;
07:47;X3;;
08:07;X3;N;
08:27;X3;;
08:47;X3;;
09:07;X3;N;
09:27;X3;;
09:47;X3;;
10:07;X3;;
10:27;X3;;
10:47;X3;N;
11:07;X3;;
11:27;X3;;
11:47;X3;N;
12:07;X3;;
12:27;X3;;
12:47;X3;;
13:07;X3;;
13:27;X3;N;
13:47;X3;;
14:07;X3;;
14:27;X3;N;
14:47;X3;;
15:07;X3;;
15:27;X3;;
15:47;X3;;
16:07;X3;N;
16:27;X3;;
16:47;X3;;
17:07;X3;N;
17:27;X3;;
17:47;X3;;
18:07;X3;;
18:27;X3;;
18:47;X3;N;
19:07;X3;;
19:27;X3;;
19:47;X3;N;
20:07;X3;;
20:25;X3;;
20:45;X12;;
20:59;X13;;
21:25;X11;N;
21:55;X11;;
22:29;X13;;
22:50;X14;;
23:09;X14;;
23:39;X15;N;
99;Niedziele i œwiêta;#FFE4E1
04:03;X31;;
04:35;X32;;
04:53;X31;N;
04:59;X13;;
05:25;X11;;
05:55;X11;;
06:25;X11;;
06:55;X11;N;
07:25;X11;;
07:55;X11;;
08:57;X0;N;
08:25;X11;;
08:55;X11;;
09:25;X11;N;
09:47;X3;;
10:21;X1;;
10:07;X3;;
10:27;X3;;
10:47;X3;N;
11:07;X3;;
11:27;X3;;
11:47;X3;N;
12:07;X3;;
12:27;X3;;
12:47;X3;;
13:07;X3;;
13:27;X3;N;
13:47;X3;;
14:07;X3;;
14:27;X3;N;
14:47;X3;;
15:07;X3;;
15:27;X3;;
15:47;X3;;
16:07;X3;N;
16:27;X3;;
16:47;X3;;
17:07;X3;N;
17:27;X3;;
17:47;X3;;
18:07;X3;;
18:27;X3;;
18:47;X3;N;
19:07;X3;;
19:27;X3;;
19:47;X3;N;
20:07;X3;;
20:25;X3;;
20:45;X12;;
20:59;X13;;
21:25;X11;N;
21:55;X11;;
22:29;X13;;
22:50;X14;;
23:09;X14;;
23:39;X15;N;
