99;Dni powszednie;#EEEEEE
04:57;X0;;
05:17;X0;;
05:32;X0;;
05:47;X0;;
06:02;X1;;
06:17;X1;;
06:32;X1;;
06:47;X1;;
07:02;X2;;
07:17;X2;;
07:32;X2;;
07:47;X2;;
08:02;X3;;
08:18;X3;;
08:38;X3;;
08:58;X3;;
09:18;X4;;
09:38;X4;;
09:58;X4;;
10:18;X4;;
10:38;X4;;
10:58;X4;;
11:18;X4;;
11:38;X4;;
11:58;X4;;
12:18;X4;;
12:38;X4;;
12:58;X4;;
13:18;X4;;
13:38;X4;;
13:58;X4;;
14:18;X5;;
14:48;X5;;
15:03;X5;;
15:18;X5;;
15:33;X5;;
15:48;X5;;
16:03;X5;;
16:18;X5;;
16:33;X5;;
16:48;X5;;
17:03;X5;;
17:18;X5;;
17:33;X5;;
17:48;X5;;
18:03;X4;;
18:19;X4;;
18:37;X4;;
18:57;X4;;
19:17;X4;;
19:37;X4;;
19:57;X4;;
20:26;X4;;
20:56;X4;;
21:26;X6;;
21:56;X6;;
22:26;X6;;
22:58;X6;;
99;Soboty, niedziele i œwiêta;#FFE4E1
05:01;X6;;
05:27;X6;;
05:57;X6;;
06:27;X6;;
06:57;X6;;
07:27;X6;;
07:57;X6;;
08:27;X6;;
08:57;X6;;
09:27;X4;;
09:57;X4;;
10:27;X4;;
10:57;X4;;
11:27;X4;;
11:57;X4;;
12:27;X4;;
12:57;X4;;
13:27;X4;;
13:57;X4;;
14:27;X4;;
14:57;X4;;
15:27;X4;;
15:57;X4;;
16:27;X4;;
16:57;X4;;
17:27;X4;;
17:57;X4;;
18:27;X4;;
18:57;X4;;
19:27;X4;;
19:57;X4;;
20:27;X4;;
20:57;X4;;
21:27;X6;;
21:57;X6;;
22:27;X6;;
22:58;X6;;
