99;Dni powszednie;#EEEEEE
05:17;X0;;
05:37;X0;;
05:57;X0;;
06:15;X1;;
06:37;X2;;
06:57;X2;;
07:17;X2;;
07:37;X2;;
07:57;X2;;
08:17;X2;;
08:55;X2;;
09:25;X2;;
09:55;X3;;
10:25;X3;;
10:55;X3;;
11:25;X3;;
11:55;X3;;
12:25;X3;;
12:55;X3;;
13:25;X3;;
13:50;X3;;
14:10;X2;;
14:30;X2;;
14:50;X2;;
15:10;X2;;
15:30;X2;;
15:50;X2;;
16:13;X2;;
16:33;X2;;
16:53;X2;;
17:15;X0;;
17:35;X0;;
17:55;X0;;
18:25;X0;;
18:55;X0;;
19:25;X0;;
19:55;X0;;
20:25;X0;;
20:55;X0;;
21:25;X4;;
21:55;X4;;
22:12;X5;;
22:36;X4;;
99;Soboty, niedziele i œwiêta;#FFE4E1
05:55;X4;;
06:25;X4;;
06:55;X4;;
07:25;X4;;
07:55;X4;;
08:25;X4;;
08:55;X4;;
09:25;X3;;
09:55;X3;;
10:25;X3;;
10:55;X3;;
11:25;X3;;
11:55;X3;;
12:25;X3;;
12:55;X3;;
13:25;X3;;
13:55;X3;;
14:25;X3;;
14:55;X3;;
15:25;X3;;
15:55;X3;;
16:25;X3;;
16:55;X3;;
17:25;X3;;
17:55;X3;;
18:25;X3;;
18:55;X3;;
19:25;X3;;
19:55;X3;;
20:25;X3;;
20:55;X3;;
21:25;X4;;
21:55;X4;;
22:12;X4;;
22:36;X4;;
