99;Dni powszednie;#EEEEEE
04:55;X0;;
05:25;X0;;
05:55;X0;;
06:25;X1;;
06:55;X0;;
07:22;X1;;
07:40;X0;;
08:00;X0;;
08:30;X0;;
09:00;X0;;
09:30;X0;;
10:00;X0;;
10:30;X0;;
11:00;X0;;
11:30;X0;;
12:00;X0;;
12:30;X0;;
13:00;X1;;
13:30;X0;;
14:00;X2;;
14:30;X3;;
15:10;X3;;
15:40;X2;;
15:55;X3;;
16:10;X3;;
16:40;X3;;
17:10;X2;;
17:40;X2;;
18:10;X2;;
18:35;X2;;
19:15;X0;;
20:15;X1;;
21:15;X1;;
22:15;X1;;
23:10;X1;;
99;Soboty, niedziele i  œwiêta;#FFE4E1
05:25;X0;;
06:25;X0;;
07:25;X0;;
08:25;X0;;
09:25;X0;;
10:25;X0;;
11:25;X0;;
12:25;X0;;
13:25;X0;;
14:25;X0;;
15:25;X0;;
16:25;X0;;
17:25;X0;;
18:25;X0;;
19:15;X0;;
20:15;X0;;
21:15;X0;;
22:15;X1;;
23:10;X1;;
