X3;1;18;j;Kurs do: Jelitkowo
X3;29;45;j;Kurs do: Jelitkowo
X6;1;17;W;od przyst. OPERA BA£TYCKA jedzie do przyst. STRZY¯A PKM, a nastêpnie do zajezdni
X6;19;27;W;od przyst. OPERA BA£TYCKA jedzie do przyst. STRZY¯A PKM, a nastêpnie do zajezdni
X10;1;17;W;od przyst. OPERA BA£TYCKA jedzie do przyst. STRZY¯A PKM, a nastêpnie do zajezdni
X10;19;27;W;od przyst. OPERA BA£TYCKA jedzie do przyst. STRZY¯A PKM, a nastêpnie do zajezdni
X19;1;17;W;od przyst. OPERA BA£TYCKA jedzie do przyst. STRZY¯A PKM, a nastêpnie do zajezdni
X19;19;27;W;od przyst. OPERA BA£TYCKA jedzie do przyst. STRZY¯A PKM, a nastêpnie do zajezdni
X4;1;18;Z;zjazd do zajezdni WRZESZCZ przez Zaspê i Oliwê
X4;29;37;Z;zjazd do zajezdni WRZESZCZ przez Zaspê i Oliwê
X4;38;43;Z;zjazd do zajezdni WRZESZCZ przez Oliwê
X4;47;50;Z;zjazd do zajezdni WRZESZCZ przez Oliwê
X5;1;18;Z;zjazd do zajezdni WRZESZCZ przez Zaspê i Oliwê
X5;29;37;Z;zjazd do zajezdni WRZESZCZ przez Zaspê i Oliwê
X5;38;43;Z;zjazd do zajezdni WRZESZCZ przez Oliwê
X5;47;50;Z;zjazd do zajezdni WRZESZCZ przez Oliwê
X8;1;18;Z;zjazd do zajezdni WRZESZCZ przez Zaspê i Oliwê
X8;29;37;Z;zjazd do zajezdni WRZESZCZ przez Zaspê i Oliwê
X8;38;43;Z;zjazd do zajezdni WRZESZCZ przez Oliwê
X8;47;50;Z;zjazd do zajezdni WRZESZCZ przez Oliwê
X9;1;18;Z;zjazd do zajezdni WRZESZCZ przez Zaspê i Oliwê
X9;29;37;Z;zjazd do zajezdni WRZESZCZ przez Zaspê i Oliwê
X9;38;43;Z;zjazd do zajezdni WRZESZCZ przez Oliwê
X9;47;50;Z;zjazd do zajezdni WRZESZCZ przez Oliwê
