99;Dni powszednie;#EEEEEE
04:59;X0;;
05:06;X1;;
05:30;X1;;
05:49;X2;;
06:09;X2;;
06:29;X2;;
06:50;X3;;
07:10;X3;;
07:30;X3;;
07:50;X3;;
08:10;X3;;
08:35;X3;;
09:00;X3;;
09:35;X3;;
10:06;X4;;
10:35;X3;;
11:06;X4;;
11:35;X3;;
12:06;X4;;
12:35;X3;;
13:06;X4;;
13:41;X4;;
14:05;X3;;
14:36;X4;;
14:56;X4;;
15:11;X3;;
15:36;X4;;
15:56;X4;;
16:11;X3;;
16:36;X4;;
16:56;X4;;
17:11;X3;;
17:36;X4;;
17:56;X4;;
18:16;X4;;
18:38;X5;;
19:12;X5;;
19:37;X5;;
20:12;X5;;
20:37;X5;;
21:27;X6;;
22:17;X6;;
23:09;X5;;
99;Soboty, niedziele i œwiêta;#FFE4E1
05:01;X16;;
05:55;X17;;
07:00;X17;;
07:34;X16;;
08:00;X17;;
09:00;X17;;
10:00;X17;;
11:00;X18;;
12:00;X18;;
13:00;X18;;
14:00;X18;;
15:00;X18;;
16:00;X18;;
17:00;X18;;
18:00;X18;;
19:01;X6;;
20:01;X6;;
21:16;X6;;
22:17;X6;;
23:12;X5;;
