99;Dni powszednie;#EEEEEE
03:59;X11;;
04:19;X11;;
04:36;X11;;
04:54;X11;;
04:45;X12;;
05:08;X11;;
05:05;X12;;
05:28;X11;;
05:25;X12;;
05:51;X13;;
05:42;X14;;
05:52;X15;;
06:02;X15;;
06:12;X15;;
06:22;X15;;
06:32;X15;;
06:42;X15;;
06:52;X15;;
07:02;X15;;
07:12;X15;;
07:22;X15;;
07:32;X15;;
07:42;X15;;
07:52;X15;;
08:07;X15;;
08:19;X15;;
08:30;X16;;
08:39;X15;;
08:50;X16;;
08:59;X15;;
09:10;X16;;
09:19;X15;;
09:30;X16;;
09:39;X15;;
09:50;X16;;
09:59;X15;;
10:10;X16;;
10:19;X14;;
10:30;X16;;
10:39;X14;;
10:50;X16;;
10:59;X14;;
11:10;X16;;
11:19;X14;;
11:30;X16;;
11:39;X14;;
11:50;X16;;
11:59;X14;;
12:10;X16;;
12:19;X14;;
12:30;X16;;
12:39;X14;;
12:50;X16;;
12:59;X14;;
13:07;X14;;
13:19;X14;;
13:32;X14;;
13:42;X14;;
13:52;X14;;
14:02;X14;;
14:12;X14;;
14:22;X14;;
14:32;X14;;
14:42;X14;;
14:52;X14;;
15:02;X14;;
15:12;X14;;
15:22;X14;;
15:32;X14;;
15:42;X14;;
15:52;X14;;
16:02;X14;;
16:12;X14;;
16:22;X14;;
16:32;X14;;
16:42;X14;;
16:52;X14;;
17:07;X14;;
17:22;X16;;
17:30;X16;;
17:39;X14;;
17:50;X16;;
17:59;X14;;
18:10;X16;;
18:19;X14;;
18:30;X16;;
18:44;X14;;
19:04;X14;;
19:24;X14;;
19:45;X12;;
20:05;X12;;
20:25;X17;;
20:55;X17;;
21:25;X17;;
21:55;X17;;
22:25;X17;;
99;Soboty;#E6E6FA
04:01;X20;;
04:30;X20;;
04:40;X20;;
04:55;X17;;
05:25;X17;;
05:55;X17;;
06:30;X20;;
06:24;X12;;
06:44;X12;;
07:04;X12;;
07:24;X12;;
07:44;X12;;
08:04;X12;;
08:24;X12;;
08:44;X12;;
09:04;X12;;
09:24;X12;;
09:44;X12;;
10:04;X12;;
10:24;X12;;
10:44;X12;;
11:04;X12;;
11:24;X12;;
11:44;X12;;
12:04;X12;;
12:24;X12;;
12:44;X12;;
13:04;X12;;
13:24;X12;;
13:44;X12;;
14:04;X12;;
14:24;X12;;
14:44;X12;;
15:04;X12;;
15:24;X12;;
15:44;X12;;
16:04;X12;;
16:24;X12;;
16:44;X12;;
17:04;X12;;
17:24;X12;;
17:44;X12;;
18:04;X12;;
18:24;X12;;
18:44;X12;;
19:04;X12;;
19:24;X12;;
19:44;X12;;
20:04;X12;;
20:25;X17;;
20:55;X17;;
21:25;X17;;
21:55;X17;;
22:25;X17;;
99;Niedziele i œwiêta;#FFE4E1
04:02;X20;;
04:31;X20;;
04:41;X20;;
04:55;X17;;
05:25;X17;;
05:55;X17;;
06:25;X17;;
06:55;X17;;
07:25;X17;;
07:55;X17;;
08:25;X17;;
08:55;X17;;
09:31;X20;;
09:24;X12;;
09:44;X12;;
10:04;X12;;
10:24;X12;;
10:44;X12;;
11:04;X12;;
11:24;X12;;
11:44;X12;;
12:04;X12;;
12:24;X12;;
12:44;X12;;
13:04;X12;;
13:24;X12;;
13:44;X12;;
14:04;X12;;
14:24;X12;;
14:44;X12;;
15:04;X12;;
15:24;X12;;
15:44;X12;;
16:04;X12;;
16:24;X12;;
16:44;X12;;
17:04;X12;;
17:24;X12;;
17:44;X12;;
18:04;X12;;
18:24;X12;;
18:44;X12;;
19:04;X12;;
19:24;X12;;
19:44;X12;;
20:04;X12;;
20:25;X17;;
20:55;X17;;
21:25;X17;;
21:55;X17;;
22:25;X17;;
