99;Dni powszednie;#EEEEEE
04:45;X4;;
05:13;X4;;
05:35;X5;;
06:05;X6;;
06:18;X4;;
06:35;X6;;
07:05;X7;;
07:35;X7;;
08:05;X7;;
08:44;X7;;
09:44;X6;;
10:44;X6;;
11:44;X6;;
12:44;X6;;
13:39;X8;;
14:09;X9;;
14:39;X9;;
15:09;X9;;
15:39;X9;;
16:09;X9;;
16:39;X9;;
17:09;X8;;
17:45;X8;;
18:25;X5;;
19:05;X5;;
19:48;X5;;
20:35;X5;;
21:34;X5;;
22:18;X5;;
99;Soboty, niedziele i œwiêta;#FFE4E1
04:53;X4;;
05:38;X5;;
06:38;X5;;
07:38;X5;;
08:38;X5;;
09:38;X5;;
10:38;X5;;
11:38;X6;;
12:36;X7;;
13:36;X7;;
14:36;X7;;
15:36;X7;;
16:35;X7;;
17:36;X7;;
18:36;X5;;
19:36;X5;;
20:23;X5;;
21:23;X5;;
22:23;X5;;
