99;Dni powszednie;#EEEEEE
04:45;X6;;
04:51;X7;;
05:05;X8;;
05:16;X6;;
05:22;X9;;
05:37;X9;;
05:52;X9;;
06:07;X9;;
06:22;X10;;
06:37;X10;;
06:52;X10;;
07:07;X10;;
07:22;X10;;
07:42;X10;;
08:02;X10;;
08:22;X10;;
08:42;X10;;
09:02;X10;;
09:22;X10;;
09:42;X10;;
10:02;X10;;
10:22;X10;;
10:42;X10;;
11:02;X10;;
11:22;X10;;
11:42;X10;;
12:02;X10;;
12:22;X10;;
12:42;X10;;
12:59;X10;;
13:16;X10;;
13:36;X11;;
13:56;X11;;
14:16;X11;;
14:36;X11;;
14:56;X11;;
15:16;X12;;
15:36;X12;;
15:56;X12;;
16:16;X12;;
16:36;X12;;
16:56;X12;;
17:16;X12;;
17:40;X12;;
18:10;X12;;
18:40;X11;;
19:10;X11;;
19:40;X11;;
