99;Dni powszednie;#EEEEEE
04:54;X0;;
04:53;X1;;
05:29;X0;;
05:02;X2;;
05:20;X2;;
05:35;X2;;
05:50;X3;;
06:05;X3;;
06:20;X3;;
06:35;X3;;
06:50;X3;;
07:05;X4;;
07:20;X4;;
07:35;X4;;
07:50;X4;;
08:05;X4;;
08:22;X4;;
08:42;X4;;
09:02;X3;;
09:22;X3;;
09:42;X3;;
10:02;X3;;
10:22;X3;;
10:42;X3;;
11:02;X3;;
11:22;X3;;
11:42;X3;;
12:02;X3;;
12:22;X5;;
12:42;X5;;
13:02;X5;;
13:22;X5;;
13:41;X5;;
13:59;X5;;
14:19;X5;;
14:39;X5;;
14:59;X5;;
15:19;X5;;
15:39;X5;;
15:59;X5;;
16:19;X5;;
16:39;X5;;
16:59;X5;;
17:19;X5;;
17:39;X5;;
17:59;X5;;
18:23;X3;;
18:53;X3;;
19:23;X3;;
19:53;X3;;
20:23;X2;;
