99;Dni powszednie;#EEEEEE
07:00;X4;;
07:30;X4;;
08:00;X4;;
08:30;X4;;
09:00;X4;;
09:20;X4;;
09:40;X4;;
10:00;X4;;
10:20;X4;;
10:40;X4;;
11:00;X4;;
11:20;X4;;
11:40;X4;;
12:00;X4;;
12:20;X4;;
12:40;X4;;
13:00;X4;;
13:20;X4;;
13:40;X4;;
14:00;X4;;
14:20;X4;;
14:40;X4;;
15:00;X4;;
15:20;X4;;
15:40;X4;;
16:00;X4;;
16:20;X4;;
16:40;X4;;
17:00;X4;;
17:30;X4;;
18:00;X4;;
18:30;X4;;
19:00;X4;;
19:30;X4;;
20:00;X4;;
20:30;X4;;
21:00;X4;;
21:30;X4;;
22:00;X4;;
22:30;X4;;
99;Soboty, niedziele i œwiêta;#FFE4E1
08:00;X4;;
08:30;X4;;
09:00;X4;;
09:30;X4;;
10:00;X4;;
10:20;X4;;
10:40;X4;;
11:00;X4;;
11:20;X4;;
11:40;X4;;
12:00;X4;;
12:20;X4;;
12:40;X4;;
13:00;X4;;
13:20;X4;;
13:40;X4;;
14:00;X4;;
14:20;X4;;
14:40;X4;;
15:00;X4;;
15:20;X4;;
15:40;X4;;
16:00;X4;;
16:20;X4;;
16:40;X4;;
17:00;X4;;
17:20;X4;;
17:40;X4;;
18:00;X4;;
18:30;X4;;
19:00;X4;;
19:30;X4;;
20:00;X4;;
20:30;X4;;
21:00;X4;;
21:30;X4;;
22:00;X4;;
22:30;X4;;
