99;Dni powszednie;#EEEEEE
04:17;X5;;
04:35;X5;;
04:48;X5;;
05:10;X5;;
05:15;X6;;
05:35;X6;;
05:55;X6;;
06:15;X7;;
06:35;X8;;
06:55;X8;;
07:15;X8;;
07:35;X9;;
08:00;X9;;
08:30;X9;;
09:00;X9;;
09:30;X9;;
10:00;X9;;
10:30;X9;;
11:00;X9;;
11:30;X9;;
12:00;X9;;
12:30;X9;;
13:00;X9;;
13:25;X9;;
13:50;X9;;
14:09;X10;;
14:29;X10;;
14:49;X10;;
15:09;X10;;
15:29;X10;;
15:49;X10;;
16:09;X10;;
16:29;X10;;
16:49;X10;;
17:22;X9;;
17:52;X9;;
18:22;X11;;
18:52;X11;;
19:22;X12;;
19:52;X12;;
20:22;X13;;
20:52;X13;;
21:22;X14;;
21:52;X14;;
22:22;X14;;
99;Soboty;#E6E6FA
04:27;X5;;
04:57;X5;;
05:27;X5;;
05:52;X14;;
06:22;X7;;
06:52;X7;;
07:16;X17;;
07:36;X17;;
07:56;X17;;
08:16;X17;;
08:36;X17;;
08:56;X17;;
09:16;X17;;
09:36;X17;;
09:56;X17;;
10:16;X17;;
10:36;X17;;
10:56;X17;;
11:16;X17;;
11:36;X17;;
11:56;X17;;
12:16;X17;;
12:36;X17;;
12:56;X17;;
13:14;X18;;
13:34;X18;;
13:54;X18;;
14:14;X18;;
14:34;X18;;
14:54;X18;;
15:14;X18;;
15:34;X18;;
15:54;X18;;
16:14;X18;;
16:34;X18;;
16:54;X18;;
17:14;X18;;
17:34;X18;;
17:54;X18;;
18:16;X17;;
18:36;X17;;
18:56;X17;;
19:16;X17;;
19:36;X17;;
19:56;X17;;
20:22;X17;;
20:52;X7;;
21:22;X14;;
21:52;X14;;
22:22;X14;;
99;Niedziele i œwiêta;#FFE4E1
04:27;X5;;
04:57;X5;;
05:27;X5;;
05:52;X14;;
06:22;X7;;
06:52;X7;;
07:22;X7;;
07:52;X7;;
08:22;X7;;
08:52;X7;;
09:22;X7;;
09:52;X7;;
10:22;X7;;
10:52;X7;;
11:16;X17;;
11:36;X17;;
11:56;X17;;
12:16;X17;;
12:36;X17;;
12:56;X17;;
13:14;X18;;
13:34;X18;;
13:54;X18;;
14:14;X18;;
14:34;X18;;
14:54;X18;;
15:14;X18;;
15:34;X18;;
15:54;X18;;
16:14;X18;;
16:34;X18;;
16:54;X18;;
17:14;X18;;
17:34;X18;;
17:54;X18;;
18:16;X17;;
18:36;X17;;
18:56;X17;;
19:16;X17;;
19:36;X17;;
19:56;X17;;
20:22;X17;;
20:52;X7;;
21:22;X14;;
21:52;X14;;
22:22;X14;;
