X10;1;3;a;kurs przez: Pruszcz Gd. - Rondo Kaszubskie;
X10;5;8;a;kurs przez: Pruszcz Gd. - Rondo Kaszubskie;
X14;4;8;a;kurs przez: Pruszcz Gd. - Rondo Kaszubskie;
