99;Dni powszednie;#EEEEEE
04:55;X6;;
05:45;X7;;
06:15;X7;;
06:45;X8;;
07:15;X7;;
07:45;X8;;
08:40;X8;;
09:40;X8;;
10:45;X8;;
11:45;X8;;
12:45;X8;;
13:45;X7;;
14:15;X7;;
14:45;X9;;
15:15;X9;;
15:45;X10;;
16:15;X10;;
16:45;X10;;
17:15;X10;;
17:45;X9;;
18:45;X6;;
19:45;X6;;
20:42;X6;;
21:42;X6;;
99;Soboty;#E6E6FA
06:48;X13;;
08:50;X13;;
09:49;X13;;
10:49;X14;;
12:19;X14;;
13:19;X14;;
14:19;X14;;
99;Niedziele i œwiêta;#FFE4E1
06:48;X13;;
08:50;X13;;
09:49;X13;;
10:49;X14;;
12:19;X14;;
13:19;X14;;
14:19;X14;;
