99;Dni powszednie;#EEEEEE
04:20;X8;;
04:43;X8;;
05:15;X9;;
05:39;X9;;
06:09;X9;;
06:40;X10;;
07:06;X10;;
07:46;X10;;
08:26;X10;;
09:06;X10;;
09:46;X10;;
10:26;X10;;
11:06;X10;;
11:46;X10;;
12:26;X10;;
13:06;X10;;
13:34;X11;;
14:11;X12;;
14:41;X12;;
15:11;X12;;
15:41;X12;;
16:11;X12;;
16:41;X12;;
17:21;X12;;
17:51;X13;;
18:36;X13;;
19:16;X13;;
20:00;X13;;
21:00;X13;;
22:00;X13;;
99;Soboty, niedziele i œwiêta;#FFE4E1
04:40;X8;;
05:35;X9;;
06:35;X13;;
07:16;X13;;
07:55;X13;;
08:36;X13;;
09:16;X13;;
09:56;X13;;
10:36;X13;;
11:16;X13;;
11:56;X13;;
12:36;X13;;
13:16;X13;;
13:56;X11;;
14:36;X11;;
15:16;X11;;
15:56;X11;;
16:36;X13;;
17:16;X13;;
17:56;X13;;
18:36;X13;;
19:16;X13;;
20:00;X13;;
21:00;X13;;
22:00;X13;;
