99;Dni powszednie;#EEEEEE
04:37;X0;;
04:52;X0;;
04:57;X1;;
05:12;X1;;
05:27;X1;;
05:47;X1;;
06:03;X2;;
06:23;X2;;
06:41;X2;;
07:01;X2;;
07:18;X2;;
07:36;X2;;
07:58;X2;;
08:23;X2;;
08:43;X2;;
09:03;X2;;
09:23;X2;;
09:43;X2;;
10:03;X2;;
10:08;X3;;
10:23;X2;;
10:43;X2;;
11:03;X2;;
11:23;X2;;
11:43;X2;;
12:03;X2;;
12:23;X2;;
12:43;X2;;
13:03;X2;;
13:25;X2;;
13:45;X2;;
14:05;X4;;
14:28;X4;;
14:46;X4;;
15:07;X4;;
15:28;X4;;
15:46;X4;;
16:07;X4;;
16:28;X4;;
16:46;X4;;
17:07;X2;;
17:26;X2;;
17:45;X2;;
18:05;X2;;
18:23;X2;;
18:43;X2;;
19:03;X2;;
19:23;X2;;
19:43;X2;;
20:03;X2;;
20:23;X2;;
20:43;X2;;
21:01;X1;;
21:33;X1;;
21:53;X5;;
22:03;X1;;
22:33;X1;;
23:03;X5;;
99;Soboty;#E6E6FA
04:43;X1;;
05:09;X1;;
05:35;X1;;
06:02;X1;;
06:28;X0;;
06:32;X1;;
07:02;X1;;
07:31;X2;;
07:51;X2;;
08:11;X2;;
08:31;X2;;
08:54;X2;;
09:14;X2;;
09:45;X2;;
10:11;X2;;
10:31;X2;;
10:51;X2;;
11:11;X2;;
11:31;X2;;
11:51;X2;;
12:11;X2;;
12:31;X2;;
12:51;X2;;
13:11;X2;;
13:31;X2;;
13:51;X2;;
14:11;X2;;
14:31;X2;;
14:51;X2;;
15:11;X2;;
15:31;X2;;
15:51;X2;;
16:11;X2;;
16:31;X2;;
16:51;X2;;
17:11;X2;;
17:31;X2;;
17:51;X2;;
18:11;X2;;
18:34;X2;;
19:09;X2;;
19:32;X2;;
19:50;X2;;
20:17;X3;;
20:42;X2;;
21:23;X1;;
22:01;X1;;
22:33;X1;;
23:03;X5;;
99;Niedziele i œwiêta;#FFE4E1
04:43;X1;;
05:09;X1;;
05:35;X1;;
06:02;X1;;
06:21;X0;;
06:32;X1;;
06:59;X1;;
07:29;X1;;
07:59;X1;;
08:29;X1;;
08:59;X2;;
09:31;X2;;
10:01;X2;;
10:31;X2;;
11:01;X2;;
11:33;X2;;
12:08;X2;;
12:33;X2;;
13:08;X2;;
13:33;X2;;
14:08;X2;;
14:33;X2;;
15:08;X2;;
15:33;X2;;
16:08;X2;;
16:33;X2;;
17:08;X2;;
17:33;X2;;
18:08;X2;;
18:33;X2;;
19:08;X2;;
19:33;X2;;
19:53;X2;;
20:17;X3;;
20:42;X2;;
21:23;X1;;
22:01;X1;;
22:33;X1;;
23:03;X5;;
